text,label,label_name,text_length,text_word_count
feeling determined didnt take long start nomming naughty stuff,1,joy,90,17
feel honored many wonderful artist display work public see,1,joy,93,19
remember fully stressed fun feel could lively,1,joy,101,21
feel dazed href http twitter,5,surprise,35,8
feel bitchy hurting,3,anger,38,8
always feel like ive assaulted pic,0,sadness,49,10
im thankful everything seems working wrap week new job also feeling pretty lucky people life,1,joy,157,33
feel incredibly isolated lonely,0,sadness,37,6
feel selfish talk anyone else thyroid want think dramatic whiny really hard understand yes someone look fine still feel terrible,3,anger,226,46
blood test yesterday perhaps im feeling particularly fond right doctor needle inside time spent dizzy head non meat eating nineteen year old female,2,love,229,45
admit worried feeling isolated work cubicle pretty much unless someone need,0,sadness,115,23
im feeling like life fairly sweet,2,love,36,7
going clean slate unilaterally forgiving feel wronged someone love intentionally carelessness thereby time forget perceived insult abuse,3,anger,210,37
feel like year teach get passionate job find love kid want try even harder,2,love,119,26
im one people bury feeling anger second giving sweet smile even pain anger,2,love,138,29
knew holy spirit work plus feel divine gooooood way like massage reassuring,1,joy,107,22
feel though ive reached point career im highly respected,1,joy,81,16
make light sometimes feel really awkward small group one one conversation,0,sadness,102,20
ive lot good day feel fabulous lot energy lately ive also bad day feel gigantic slow clumsy,1,joy,152,32
also feel like google hated seo know,0,sadness,49,12
didnt get wink sleep night continued feeling fabulous next morning,1,joy,93,18
feel like feel mistake time fucked sleep take,3,anger,77,18
love sliding nice big throbbing cock feeling gorgeous body man,1,joy,96,20
found novel position feeling bit uncertain stock market rally,4,fear,92,17
feel like judging want seem like needy girl know,0,sadness,107,28
im definitely feeling festive,1,joy,29,4
feel burdened presence,0,sadness,31,6
still feel little dazed sort disbelieving feeling oh god,5,surprise,83,17
feeling super excited week seem flying getting closer closer due date,1,joy,113,24
turned page feel like way getting back irresponcible year carefree college,1,joy,110,21
favourite choice book dvd u uk im feeling generous limit something like,2,love,188,44
feeling energetic alive happier long time,1,joy,73,15
feel really pathetic confronted,0,sadness,43,7
feel dangerous game activity,3,anger,46,8
feel world class player benzema mould would fantastic,1,joy,67,13
feeling terribly burdened impending anxiety trying keep eye prize,0,sadness,97,19
feel could unpleasant layered love healing forgiveness expectation thing turn well,0,sadness,118,20
im feeling gloomy completed nothing though im supposed complete many thing,0,sadness,88,15
working amount would like feel like lifestyle change successful far,1,joy,106,22
love porn industry feel satisfied fulfilled working say really bring big buck,1,joy,133,28
overhear victory tune geek ringtone feel triumphant,1,joy,68,12
love child literature author feel need dumb thing kid,0,sadness,89,18
soo quiet mixture sleeping well feeling bit isolated big group,0,sadness,99,21
feel greedy money hungry absolutely,3,anger,58,11
feel fucked want shut,3,anger,48,12
feel passionate certain topic love backing position actual knowledge fact instead relying solely opinion,1,joy,144,25
feel like today way suffering exam day open book everytime went home,0,sadness,103,21
feel surprised make,5,surprise,40,9
woke morning hike feeling jubilant,1,joy,50,10
feel like little kid whose mom proud touched soccer ball game,1,joy,98,20
feel miserable inside outside like,0,sadness,63,14
must find way accept limitation older without feeling held back resentful,3,anger,105,19
feel incredibly charmed people life exciting amazing chapter thing,1,joy,121,24
feel wronged judge people make time however also found actually life need responsible action people around u,3,anger,176,35
know feeling stem part accepted mainstream importantly community seek belongingness,1,joy,145,25
really like special edition really feel special song,1,joy,79,15
feel must blog constantly loyal fan baker thia sandwich scruncher course mini rex,2,love,120,25
im currently feeling way fucked mother tongue paper,3,anger,63,11
feel innocent love,1,joy,25,5
feel like sweet carby yet low glycemic meal breakfast often dessert,1,joy,101,19
feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title could use standing ovation could,1,joy,221,33
really lose lot nesting homemaking instinct desire pregnant longer im pregnant worse get though get month reprieve feel creative around six month mark youll notice post halloween,1,joy,278,55
feel opportunity return moz god gracious gracious way giving heat desire despite self doubt uncertainty past,1,joy,160,31
feel really lucky found resource always felt answer needed asking,1,joy,119,24
keep running hill fitness wise feel fine along foot calf starting hurt also begin tire,1,joy,138,29
always sensitive every sense feel like assaulted drag away darkness,4,fear,116,23
supposed ought feel thankful adding sarcastic edge age,1,joy,83,17
couldnt help feel totally distraught utterly helpless lorena kidnapped tortured almost death band enemy desperate freedom,4,fear,171,30
feel unfortunate mister magnum sound cheer travelling well long period race,0,sadness,114,21
feel tortured tragic enough without importance sparkle,3,anger,83,15
feel selfish thinking way feel lonely time,3,anger,62,13
feel drained energy,0,sadness,24,5
think day chatted mom amp also feeling horny masturbate,2,love,97,19
feeling pretty stinkin shitty horrible reviewer,0,sadness,69,12
feel helpless,0,sadness,24,5
feeling awful sunday,0,sadness,29,6
dont know started feel weird pressure largely silent audience falsely inflated sense importance expressing ever articulate opinion said audience,5,surprise,213,39
woke nap feel extremely agitated grumpy,4,fear,67,14
ive studying really hard discovering pretty word never crossed mind portray exact meaning feel like ive missed lot,0,sadness,168,32
feel lonely work im social bird usually school,0,sadness,79,19
love comment feel free post one,1,joy,40,9
feel intimidated great woman family tree,4,fear,55,11
truly feel lot positive thing help condition worker family kid,1,joy,113,22
think may reason would want fly back uae oblivious conflict plague conflict feel helpless resolving,0,sadness,170,33
saw video cena kissing maria surprisingly didnt feel like hated,0,sadness,84,17
feel like rather unkind,3,anger,43,10
feeling submissive,0,sadness,28,5
feel bit obnoxious definately weather,3,anger,54,11
say pressing torso siwons bringing face close enough feel siwons agitated breath,3,anger,118,20
indifferent tell feeling word treasured ever since feeling start bloom one moment want keep,2,love,145,29
feel he casual entire future,1,joy,50,10
still feeling strong missed couple lift,1,joy,54,11
sat couch several hour feeling pretty low,0,sadness,54,11
checked long time ago say happy way back feeling contented everyone everything around,1,joy,133,26
write something big happened like fun trip milestone time write tell im feeling sweet baby snuggle growing personality,1,joy,185,35
hate expectation must need man life feel worthwhile valued,1,joy,85,18
feel loving kindness allow u think feel conscious interact various thing body mind,2,love,137,27
feel completely blessed part group,2,love,52,11
im type doesnt use moisturizer skin oily product designed contain ton moisturizing ingredient make skin feel lovely without oil,2,love,184,35
im afraid im environment make feel relaxed cause,1,joy,68,13
feeling overwhelmed want physically shake everything way would spider shirt,5,surprise,119,24
say little piece feel agitated watch discussion race style color font family georgia serif font size px line height,4,fear,164,32
feel cant touch said love bit much wont deny broke heart cant find crush dont come back home,0,sadness,146,35
feel little frustrated ache longing settled heart weariness life slipped around shoulder like unwelcome friend,3,anger,150,27
even remember trying last year feeling crappy nowhere near closing,0,sadness,99,18
broke uncle radio player accidentally feared going cut going house well playing,4,fear,143,30
